permutation	ES
235	0.25164370148575
236	0.19247378948842
237	0.234170469090459
238	0.197455567294068
239	0.22695775969351
240	0.223800800708133
241	0.258171983397634
242	0.309173330733369
243	0.228588698223758
244	0.149060150999467
245	0.19362091255256
246	0.222889641752565
247	0.25823733569225
248	0.132660957815239
249	0.135958712183766
250	0.234261029891999
251	0.295662965735013
252	0.264479889721099
253	0.224501205742003
254	0.215739761996112
255	0.251185828189668
256	0.236516740612919
257	0.222339055159974
258	0.235078083150234
259	0.275212867499405
260	0.216454412375606
261	0.266951859299502
262	0.187945019047813
263	0.232144486009984
264	0.259601907980196
265	0.221048010810546
266	0.19877647027356
267	0.203002316506566
268	0.263709361316537
269	0.221227553186276
270	0.228389891223416
271	0.252636163876283
272	0.197400900081802
273	0.282748768886374
274	0.24822708543781
275	0.261144218599367
276	0.21067546696933
277	0.187687987754047
278	0.196453398882412
279	0.217669152888671
280	0.210399937274605
281	0.268550378661761
282	0.30163305537996
283	0.242852599478891
284	0.230922252614145
285	0.22476545846336
286	0.160878723036028
287	0.224737638906747
288	0.241170852783195
289	0.179979464062773
290	0.223795696279937
291	0.322249001009822
292	0.214733017634819
293	0.183757721626899
294	0.286496055368757
295	0.277396722992618
296	0.211117378381106
297	0.258236149179816
298	0.260099311112091
299	0.357668970790752
300	0.186193525851994
301	0.21368485042197
302	0.245790896221961
303	0.295931353615389
304	0.187305643620607
305	0.206689781536553
306	0.221107305578208
307	0.215687909496682
308	0.162621193201216
309	0.266687264454769
310	0.245727552869212
311	0.28288600688695
312	0.285976371870627
313	0.214461372500963
314	0.245179143342816
315	0.265168871582466
316	0.269117272655457
317	0.221644725421302
318	0.284161569495002
319	0.26314349812057
320	0.219888511029145
321	0.218925447445196
322	0.223335952986741
323	0.184614073067363
324	0.258189585654038
325	0.290461922756728
326	0.279309871472037
327	0.194752674487981
328	0.249190649494252
329	0.296445669173777
330	0.246357473709742
331	0.168662575549776
332	0.239239498589132
333	0.182846705310783
334	0.132604470427186
335	0.226767435046812
336	0.180781950864126
337	0.271082622065616
338	0.200463504594323
339	0.255770278251477
340	0.216243381637858
341	0.258129229684124
342	0.143131425320264
343	0.253248470587074
344	0.204313594235083
345	0.226354137316502
346	0.255631608576072
347	0.198922095572531
348	0.182773163407369
349	0.208992256175574
350	0.222927254726803
351	0.212152594698247
352	0.236323161170037
353	0.242874190571037
354	0.251950601230702
355	0.195418016354511
356	0.140114186031821
357	0.255660492555131
358	0.267519247515676
359	0.172931528097511
360	0.215195277519969
361	0.194942458685365
362	0.198141192863388
363	0.236064069378355
364	0.255614068649766
365	0.201348654391345
366	0.23044492676361
367	0.203990230474614
368	0.238981306381323
369	0.254985141198531
370	0.201690128994013
371	0.221085297611513
372	0.273709498047807
373	0.229789849792293
374	0.213479663350125
375	0.217852588450243
376	0.233185354958115
377	0.267740502768004
378	0.254634453866088
379	0.230484148134703
380	0.271453490585138
381	0.283498384809673
382	0.183935357734947
383	0.256125179258135
384	0.214649435671284
385	0.158390485034818
386	0.187130782710072
387	0.241531053410998
388	0.222431245148061
389	0.298892022924987
390	0.240343302523914
391	0.203602634886733
392	0.178159617544151
393	0.224549580637411
394	0.268178620960149
395	0.237265452797546
396	0.247497115185086
397	0.27951758467552
398	0.294280361288029
399	0.216668925386454
400	0.226642320097654
401	0.245075078327221
402	0.159247167808011
403	0.244650243408966
404	0.211394714398204
405	0.229522148777589
406	0.305499980751769
407	0.246577389941533
408	0.278605280268991
409	0.232463607770097
410	0.280583290849602
411	0.344137152530587
412	0.245957426389725
413	0.15423576396333
414	0.188567751142583
415	0.254753172421316
416	0.257942215888217
417	0.25697081986021
418	0.258998646447251
419	0.216721930305953
420	0.258658643286319
421	0.266161034835931
422	0.202504550177014
423	0.249159361635994
424	0.213641517512222
425	0.287915962905534
426	0.280748602586997
427	0.250149194229102
428	0.178246458752176
429	0.250280884438135
430	0.287078109561929
431	0.233297216866359
432	0.206190222672667
433	0.252149816585424
434	0.290863635755895
435	0.229043739783492
436	0.250585442638489
437	0.290429905575004
438	0.260710610998771
439	0.232731110558867
440	0.25418271289903
441	0.206808133911593
442	0.328904605625823
443	0.268426441195149
444	0.238310931636739
445	0.266844114357195
446	0.215582058123176
447	0.238447042043949
448	0.224365744081854
449	0.207001373919401
450	0.202370071543442
451	0.224084222696376
452	0.206705832937484
453	0.242656251702006
454	0.191486310282953
455	0.199061070441728
456	0.213088985943297
457	0.300226764139303
458	0.210375988735971
459	0.217685867446443
460	0.242601892972575
461	0.213365864336979
462	0.232683967681207
463	0.289844819270809
464	0.208818449209429
465	0.304502762218531
466	0.225917561956785
467	0.176404393090225
468	0.193268766147956
469	0.234699751992172
470	0.226184470204788
471	0.279011843614673
472	0.205795940262731
473	0.200208062748564
474	0.218198011441453
475	0.213937345294455
476	0.239424939103285
477	0.240388794683881
478	0.274081555103035
479	0.144612541032133
480	0.231945889522337
481	0.294642464061368
482	0.176422664668189
483	0.198692065253779
484	0.201289056281617
485	0.192653674052328
486	0.308209210399632
487	0.198156959720743
488	0.291558772902593
489	0.267672561830359
490	0.284839325890959
491	0.208289868722479
492	0.227387584485383
493	0.342839656460178
494	0.197965624074697
495	0.222235446781764
496	0.236412654592225
497	0.221771059385592
498	0.210833251693314
499	0.30323740838832
500	0.268757933829991
501	0.317400517617531
502	0.176785733163931
503	0.195425650353955
504	0.281729810773599
505	0.148466851834453
506	0.169532359410101
507	0.246881926586838
508	0.191684573946627
509	0.257634746244983
510	0.239751059335866
511	0.191867145396681
512	0.330174919457616
513	0.290857994055167
514	0.213030706308994
515	0.236485304460098
516	0.254662765875012
517	0.226997603662252
518	0.283225267657122
519	0.201437865555045
520	0.204013537675911
521	0.197786322910452
522	0.235027009235545
523	0.256376875046578
524	0.286711872498816
525	0.280082649332663
526	0.253866755871515
527	0.274779474674293
528	0.29697918393453
529	0.202161440951485
530	0.219633906707742
531	0.194408934625313
532	0.212008548042128
533	0.220312765995179
534	0.249816135521027
535	0.281753271837435
536	0.207584088437874
537	0.228150973985236
538	0.284454217228017
539	0.163547249433149
540	0.267224030227487
541	0.248238094579496
542	0.1970195129351
543	0.207557488689222
544	0.25358871297558
545	0.224044084936851
546	0.312812489964909
547	0.298613635565461
548	0.195416042091209
549	0.147287189085832
550	0.225294533504712
551	0.192078650339101
552	0.278739527414676
553	0.249785654550991
554	0.244878106763854
555	0.219261507627203
556	0.28101526882645
557	0.286623515989687
558	0.297441777942244
559	0.157390494943304
560	0.242467635604143
561	0.220786839944062
562	0.220539092565815
563	0.143422443122568
564	0.234564662022942
565	0.292460033653638
566	0.191487405359197
567	0.232534865088115
568	0.245760645666885
569	0.204171875135597
570	0.255692488267297
571	0.256308631642586
572	0.203160593057843
573	0.196761061263438
574	0.215004775065039
575	0.233792775264191
576	0.225830059262859
577	0.209446142749627
578	0.237166687380377
579	0.181359951966933
580	0.234032530879315
581	0.288594426515008
582	0.252947142603527
583	0.167107371666311
584	0.297030257674459
585	0.211238623534539
586	0.298964794085408
587	0.328050457808641
588	0.228619787427511
589	0.34531495604724
590	0.219948733898427
591	0.248225839208659
592	0.25833263501736
593	0.196390907188159
594	0.230819149694848
595	0.33757872704116
596	0.206701956901878
597	0.244716637312757
598	0.182180839448879
599	0.269378834069376
600	0.16920648830905
601	0.22406344429565
602	0.309183066116149
603	0.230798555700106
604	0.21559140068765
605	0.253813827237569
606	0.167676970119319
607	0.173300705467974
608	0.203547912807969
609	0.16991561922892
610	0.210708365826437
611	0.20449753707959
612	0.261118056227359
613	0.219607536392529
614	0.246698764494218
615	0.169431144843636
616	0.153618655434396
617	0.237269787294195
618	0.180801733493559
619	0.220307817780491
620	0.311934770083625
621	0.273247522942893
622	0.188645162523923
623	0.354975638795289
624	0.282573214622295
625	0.30087196381192
626	0.268755428106536
627	0.270828448748281
628	0.262752763940568
629	0.172550854631611
630	0.207208045840351
631	0.241501072326023
632	0.317936806439928
633	0.179906819815061
634	0.206006938011718
635	0.180765819969915
636	0.219760987257725
637	0.239209132903263
638	0.275184168188906
639	0.22694210247231
640	0.22488673773811
641	0.307052608176078
642	0.283330593141167
643	0.247597804669297
644	0.231817523392575
645	0.210157847822583
646	0.231182178706996
647	0.210724268574411
648	0.237236055057313
649	0.209311268112591
650	0.288986100855404
651	0.223085712470972
652	0.148753145994454
653	0.307171288582119
654	0.232007075632249
655	0.244179482420633
656	0.1871693173105
657	0.288174664866376
658	0.234056420741743
659	0.196359334708079
660	0.241495611116515
661	0.253903163443529
662	0.217733142252937
663	0.264160757427577
664	0.235424888789805
665	0.307615691731097
666	0.231367442517113
667	0.287845401392665
668	0.25704797460092
669	0.208431564350629
670	0.262126668765279
671	0.188774631992386
672	0.196803754781293
673	0.271822565310466
674	0.304712216113573
675	0.214456814181823
676	0.285519779445844
677	0.258620963093579
678	0.17701314683534
679	0.245207146313695
680	0.322720813112775
681	0.233952554913441
682	0.251085669513689
683	0.285977321974815
684	0.190016260875432
685	0.25688575884811
686	0.247235099500635
687	0.311014848866783
688	0.214059797650779
689	0.236633371606885
690	0.302763965958592
691	0.250703665668727
692	0.226389329475979
693	0.1883504729026
694	0.321121657804554
695	0.282138778665388
696	0.170832126201031
697	0.166185599970489
698	0.160253500787593
699	0.122001252630335
700	0.211070756927982
701	0.24849730034658
702	0.28130666121276
703	0.241069698874769
704	0.209870054973408
705	0.13213442218439
706	0.270363090950366
707	0.243596809520742
708	0.255496115960913
709	0.211290589889621
710	0.286980792299076
711	0.279613811728384
712	0.336324336751359
713	0.189331287961165
714	0.236014281955623
715	0.14601458248317
716	0.145475532871534
717	0.283306281722619
718	0.204705692550378
719	0.200339090873443
720	0.220420516174584
721	0.227035471471091
722	0.159102820883955
723	0.264688407507574
724	0.233836532243533
725	0.237667861135186
726	0.220100205702818
727	0.224303763393313
728	0.258767251298903
729	0.123340384488429
730	0.231057426159187
731	0.284071968512701
732	0.287498395190958
733	0.256347743142143
734	0.215148700418885
735	0.214504849106086
736	0.283112873210454
737	0.239281868391965
738	0.148844274672692
739	0.206297992602199
740	0.226242609216197
741	0.233299562564766
742	0.208305049359348
743	0.202243380653283
744	0.256725326203407
745	0.174543635958125
746	0.248550502105338
747	0.258369242279486
748	0.222601905178899
749	0.297255997991438
750	0.262466587366783
751	0.294247225776891
752	0.378291562936291
753	0.264961368741062
754	0.200815816776076
755	0.259545881555193
756	0.214759565980409
757	0.275175067873886
758	0.221274492198144
759	0.177080005052761
760	0.26347906392502
761	0.255601077482088
762	0.185447119468334
763	0.272110845202753
764	0.312765309557732
765	0.138392587429897
766	0.21399560757332
767	0.273683204393409
768	0.188995775542832
769	0.230637385999434
770	0.187083433048191
771	0.252190427575901
772	0.223856899748466
773	0.203526333809117
774	0.305596982930859
775	0.253285873533721
776	0.30249504716363
777	0.291109135982717
778	0.257497559454826
779	0.30589638346518
780	0.215667409196537
781	0.219268703906928
782	0.239311174291919
783	0.200873598359726
784	0.202185363243846
785	0.23824736621555
786	0.168050133113101
787	0.268029254465266
788	0.145120015166962
789	0.153843427867937
790	0.263633599127321
791	0.21926911649051
792	0.247979675412241
793	0.239108297107603
794	0.255122300498806
795	0.210641933305593
796	0.204811370253447
797	0.199259926377092
798	0.205011369129828
799	0.147344067414347
800	0.298623218552632
801	0.299777281935984
802	0.290411518446578
803	0.209794420187797
804	0.23605672345034
805	0.258941189901968
806	0.193003040503148
807	0.303263723788666
808	0.207086583314921
809	0.275724329078026
810	0.237332556448858
811	0.344577782089261
812	0.256393536969601
813	0.243303103691977
814	0.215499057098407
815	0.313198049530862
816	0.20464668537546
817	0.229160158486764
818	0.269778730761882
819	0.221747212366157
820	0.293041213242445
821	0.236096802711011
822	0.162745947141684
823	0.194309078574465
824	0.17935318177891
825	0.217189150364295
826	0.226563762573705
827	0.262095415011574
828	0.200902979296671
829	0.25258399020796
830	0.223372405743779
831	0.244233259616278
832	0.294798176489837
833	0.192948606839851
834	0.240243243591183
835	0.21303992902971
836	0.234056046067827
837	0.215991016193041
838	0.277344181675711
839	0.227729903024455
840	0.245396928256446
841	0.218661387154988
842	0.256334670644809
843	0.254911615164447
844	0.215234073119716
845	0.228089286044493
846	0.274704394686846
847	0.221410531346478
848	0.227305157005614
849	0.255190068839385
850	0.257518951406188
851	0.195270522021516
852	0.222348320054933
853	0.238050469447559
854	0.219860752763111
855	0.255509210478239
856	0.313808469051676
857	0.266783292974376
858	0.236112534876013
859	0.176353413450105
860	0.262209273225773
861	0.251620628575665
862	0.318790514098971
863	0.210207609722299
864	0.233044627792385
865	0.255017515968583
866	0.212261469365051
867	0.227506480715978
868	0.266014622145811
869	0.298864850514273
870	0.301342517979559
871	0.232549237770558
872	0.260306342120321
873	0.182742518851986
874	0.208697017602704
875	0.215676051934161
876	0.221149257643841
877	0.275290632483519
878	0.27868913022897
879	0.236652008910783
880	0.214871556913313
881	0.161416719520808
882	0.159402324285968
883	0.193516993628593
884	0.267978002776846
885	0.178601548970251
886	0.242837991983745
887	0.290348074125922
888	0.219529430806927
889	0.220244282553155
890	0.206912412471125
891	0.258269706215773
892	0.271490303821511
893	0.241630157527993
894	0.208193385095485
895	0.258966504286758
896	0.194742819677888
897	0.213847190414503
898	0.240213513894661
899	0.217844911267757
900	0.220575092422193
901	0.215826736527619
902	0.16687807148043
903	0.208924082739919
904	0.245469911242443
905	0.21118888832866
906	0.23666778803706
907	0.246326457292443
908	0.13773076456012
909	0.143970446833585
910	0.134734911225925
911	0.193773318718146
912	0.259496906446631
913	0.181849073882301
914	0.200659734667025
915	0.235038585074339
916	0.233028327285316
917	0.190498554040368
918	0.286255965691427
919	0.201819792714719
920	0.249297837603018
921	0.158898584578753
922	0.200212150309321
923	0.216489862771249
924	0.289466171542393
925	0.227369256626995
926	0.267115884878709
927	0.299447859974152
928	0.218955741161127
929	0.214158269777392
930	0.267613641043489
931	0.237570454324649
932	0.253799146135406
933	0.183525434512189
934	0.238964319652786
935	0.175086647708433
936	0.156277559851143
937	0.237534195871401
938	0.211738964689499
939	0.196255879150599
940	0.267507710944611
941	0.268691725704284
942	0.307682729535769
943	0.247996669403257
944	0.308708432700207
945	0.25636771062923
946	0.240291272041773
947	0.182027936497523
948	0.202213427550728
949	0.224793716329448
950	0.248519066793902
951	0.198774486468377
952	0.23659840429892
953	0.201622615118099
954	0.266915785449217
955	0.227724186842231
956	0.271918997059563
957	0.211486595566343
958	0.214963701539868
959	0.187184142886074
960	0.248290118152053
961	0.22966927122771
962	0.215893289008475
963	0.211945160235713
964	0.215402749675998
965	0.232988680689034
966	0.217957424788019
967	0.258484091391881
968	0.207279994627523
969	0.172520639332212
970	0.218796320127092
971	0.2176514021043
972	0.209076778123144
973	0.206775613318674
974	0.236304384924291
975	0.223034987551102
976	0.253907121190895
977	0.216282342423382
978	0.267755910582149
979	0.194900975263961
980	0.222188288885755
981	0.299114948190967
982	0.246830313908359
983	0.209779951370597
984	0.24819722665251
985	0.224403224950525
986	0.265666445573527
987	0.24612123087356
988	0.220796082948142
989	0.266688399663863
990	0.225326662026446
991	0.22764541558026
992	0.32030694890601
993	0.250971331063009
994	0.154137035785667
995	0.288658592274292
996	0.278099670721696
997	0.244916768436211
998	0.256149401272909
999	0.134874463390488
1000	0.291982324570739
1001	0.346000243984885
1002	0.22430275850316
1003	0.286162932446754
1004	0.288890161813783
1005	0.162812767878386
1006	0.21540045228294
1007	0.284975278052569
1008	0.228763362810785
1009	0.200157474203878
1010	0.20851683444845
1011	0.182226235292554
1012	0.248043571343126
1013	0.259335244333575
1014	0.269348967847793
1015	0.25245878368348
1016	0.219006740940929
1017	0.201543338801476
1018	0.261461507230514
1019	0.252453762759816
1020	0.259317327439584
1021	0.236034057864778
1022	0.22525347414659
1023	0.19944857443818
1024	0.234567468462771
1025	0.176172392507192
1026	0.149601690714105
1027	0.197282277228596
1028	0.20354461183597
1029	0.166924613360658
1030	0.191650395857301
1031	0.299848072725749
1032	0.188691256842823
1033	0.152521420886787
1034	0.230297754167578
1035	0.209928624246344
1036	0.216745492074216
1037	0.230504519712669
1038	0.272945325878385
1039	0.230753717635856
1040	0.168876726811121
1041	0.170657491617364
1042	0.259374240918189
1043	0.172668452159147
1044	0.262414153969049
1045	0.239734828212464
1046	0.32791324133888
1047	0.214078710512102
1048	0.198900085634315
1049	0.284941277545658
1050	0.127252386242778
1051	0.24815256425079
1052	0.301600594647769
1053	0.2507185103656
1054	0.270733556524732
1055	0.242300885653486
1056	0.243132676714145
1057	0.225148217956081
1058	0.239139415983857
1059	0.225577343738611
1060	0.210706001887983
1061	0.185471923504342
1062	0.215694414096915
1063	0.197358075297265
1064	0.239011342297744
1065	0.247314966333836
1066	0.222368018318004
1067	0.237957397737678
1068	0.251595634710323
1069	0.227855359940451
1070	0.153925833428603
1071	0.247272960556696
1072	0.206858511704219
1073	0.208010930899817
1074	0.272725517737427
1075	0.289357636485716
1076	0.214257710260946
1077	0.18722040647701
1078	0.246432745998136
1079	0.240699306393834
1080	0.293837168779633
1081	0.221281528008773
1082	0.201397606696568
1083	0.270183630887998
1084	0.229643365943701
1085	0.273764921445481
1086	0.217831630436514
1087	0.294511759859281
1088	0.116945649713622
1089	0.27521066268042
1090	0.252691230708779
1091	0.153619001552701
1092	0.20693764023049
1093	0.198181459536474
1094	0.242839187832217
1095	0.194402406729679
1096	0.243537416680574
1097	0.266328110876751
1098	0.20567903779093
1099	0.190558992798702
1100	0.253980155212902
1101	0.298728271563213
1102	0.228054145350635
1103	0.149140069501863
1104	0.185532914099718
1105	0.202733572293548
1106	0.278503740436053
1107	0.337950776068399
1108	0.180134102817828
1109	0.243868929194262
1110	0.248959046531394
1111	0.255615856202535
1112	0.219285113643939
1113	0.198459604292048
1114	0.147269641395109
1115	0.266486383344173
1116	0.257442001190955
1117	0.137991376024871
1118	0.256150640410674
1119	0.234698786670657
1120	0.220372065035907
1121	0.201292422192372
1122	0.196960473660166
1123	0.232106647053089
1124	0.191253617173326
1125	0.200746853903844
1126	0.198307987949849
1127	0.295267470234289
1128	0.213725519750112
1129	0.234877771246116
1130	0.150868136402506
1131	0.232008625843829
1132	0.257393987708862
1133	0.215384784938721
1134	0.268408593941982
1135	0.209203814690273
1136	0.274982844672319
1137	0.218765208888898
1138	0.277337133627661
1139	0.204169971131083
1140	0.281918315437079
1141	0.212671345190163
1142	0.220335954233455
1143	0.198243239823055
1144	0.226365715952057
1145	0.193241494357837
1146	0.185468137311286
1147	0.275279567766886
1148	0.244689760337488
1149	0.276040501238284
1150	0.19207023121061
1151	0.248418725307867
1152	0.189403685212377
1153	0.245572141871824
1154	0.213373017012278
1155	0.264568015898555
1156	0.235560690033579
1157	0.206801553742724
1158	0.209601573122726
1159	0.224503661920637
1160	0.263467764540579
1161	0.220490163396059
1162	0.258508600126792
1163	0.279931128369552
1164	0.234260614409507
1165	0.236493443365902
1166	0.259376112780546
1167	0.247297325545415
1168	0.178942988144878
1169	0.280390985785735
1170	0.17111268767812
1171	0.269099088763626
1172	0.238077289514063
1173	0.244519615468662
1174	0.205740827250497
1175	0.320494567423598
1176	0.251312051614639
1177	0.220571474840121
1178	0.267594699418918
1179	0.232192144074571
1180	0.222117369888374
1181	0.238480243948679
1182	0.249326204516307
1183	0.194516329220848
1184	0.229302375518184
1185	0.210745541292601
1186	0.235962400778326
1187	0.166589354557351
1188	0.279873728626945
1189	0.179874330181352
1190	0.210253945552338
1191	0.298244036668312
1192	0.199834780935242
1193	0.239121015260128
1194	0.211547131150721
1195	0.262707255722621
1196	0.231138728404837
1197	0.178582344965268
1198	0.224569539658769
1199	0.22060596566761
1200	0.17562561235588
1201	0.326228588903767
1202	0.199930490532098
1203	0.268316000646766
1204	0.215001673761991
1205	0.191324547755613
1206	0.243987822752109
1207	0.280641399121635
1208	0.288241318000107
1209	0.160624632893861
1210	0.159648945360594
1211	0.255257005901693
1212	0.26625816506221
1213	0.19562502219719
1214	0.180525647672141
1215	0.251315085228032
1216	0.209520166047446
1217	0.256110866098716
1218	0.168551721498738
1219	0.175013419756126
1220	0.283095021244508
1221	0.245270142939868
1222	0.228990580993846
1223	0.265548480653951
1224	0.21984190213276
1225	0.219089577522751
1226	0.242902726345409
1227	0.287954813433921
1228	0.226592180916069
1229	0.214736273393401
1230	0.222969714547987
1231	0.155463870482499
1232	0.25503017337596
1233	0.214087491700605
1234	0.302637287243589
1235	0.232768144117806
1236	0.219011067868059
1237	0.20090566287847
1238	0.262771201893717
1239	0.137179441001699
1240	0.221637361488527
1241	0.23443097817551
1242	0.310279203979212
1243	0.341454968608817
1244	0.206418335113824
1245	0.218914280433872
1246	0.255317369571037
1247	0.259096624810949
1248	0.21512416079397
1249	0.329077058404163
1250	0.212291823872538
1251	0.22572410570302
1252	0.189223951978955
1253	0.267845798407313
1254	0.278116938105714
1255	0.227969455819168
1256	0.182149996639247
1257	0.274373741415163
1258	0.221816819613498
1259	0.256491109007939
1260	0.19262005628844
1261	0.211323476559085
1262	0.217560886804487
1263	0.288547708125329
1264	0.171863217421089
1265	0.244521173873238
1266	0.212480559958211
1267	0.232034930964414
1268	0.276149574937067
1269	0.259361724481064
1270	0.199016145712299
1271	0.229055423433243
1272	0.205104059850576
1273	0.282214022814347
1274	0.282547319567832
1275	0.243696545367401
1276	0.230331818290773
1277	0.268013600155105
1278	0.167330242524416
1279	0.249506736058044
1280	0.1746238892068
1281	0.18963984200476
1282	0.241948207569878
1283	0.227262790780733
1284	0.214772749399572
1285	0.292578329369636
1286	0.180073232302006
1287	0.253266929741235
1288	0.27050568625973
1289	0.231999166561092
1290	0.287329082248604
1291	0.388911057222564
1292	0.247104660990854
1293	0.196253200723641
1294	0.227192916229106
1295	0.245024001745319
1296	0.228895035343645
1297	0.198184085066216
1298	0.26120654868209
1299	0.232099764615668
1300	0.196911950759094
1301	0.22587957748809
1302	0.272450018967133
1303	0.200186988596294
1304	0.257143010538177
1305	0.253459369950869
1306	0.205217285255628
1307	0.292546339006944
1308	0.176996735437779
1309	0.244293244292145
1310	0.27557897964206
1311	0.271150986537478
1312	0.26174562114052
1313	0.306673701452395
1314	0.294317706438269
1315	0.178939304059068
1316	0.186381936584854
1317	0.217123680380192
1318	0.211164732362575
1319	0.317572252545789
1320	0.266308695106871
1321	0.257562587134233
1322	0.24820584217822
1323	0.226263962232084
1324	0.252565499556288
1325	0.259762154070431
1326	0.225863361763196
1327	0.224294996048328
1328	0.217309822437891
1329	0.188134578463474
1330	0.235783950579047
1331	0.220183950020981
1332	0.228493103450977
1333	0.2175181760034
1334	0.235996600749092
1335	0.226331700579176
1336	0.177355567261649
1337	0.221368495680752
1338	0.154163739146284
1339	0.215128006362074
1340	0.206662393829759
1341	0.285706780216597
1342	0.152751296249709
1343	0.237185849875858
1344	0.186039868455584
1345	0.169385612615891
1346	0.272339687208204
1347	0.173491331908821
1348	0.295227094092916
1349	0.226388675293721
1350	0.268483193227447
1351	0.262345188196207
1352	0.162976723793789
1353	0.271912688665967
1354	0.235174559805061
1355	0.134056564809408
1356	0.291637401097304
1357	0.265457285543666
1358	0.234333397954645
1359	0.235402767330478
1360	0.289460111647955
1361	0.258692811952966
1362	0.247159597430947
