pathway,pval,padj,log2err,ES,NES,size,analysis,ranked_features,Time,direction,leadingEdge_text
COMPLEMENT,0.427865869508708,0.48756808385876,0.0205966052597535,0.219563526976655,1.01743790624149,169,Primary,14541,D1,positive mortality association,DGKH;PCSK9;MAFF;CDK5R1;GP9;CA2;CLU;HSPA1A;ADAM9;PIM1;MMP8;GP1BA;SERPINE1;TNFAIP3;COL4A2;ITGAM;LCP2;PIK3R5;LGMN;BRPF3;CDA;PSEN1;CTSD;PRKCD;CD55;EHD1;S100A9;RHOG;FN1;TIMP1;GNB2;STX4;TIMP2;GRB2;GNAI2;LTF;SERPINB2;RBSN;OLR1;RAF1;CR1;PDGFB;PLSCR1;XPNPEP1;S100A12;PFN1
DNA_REPAIR,0.785831285831286,0.802202770952771,0.0296102583825489,-0.172197582436929,-0.883161486997475,144,Primary,14541,D1,negative mortality association,NCBP2;ERCC5;RNMT;POLD3;ERCC8;NUDT21;GTF2H3;RAE1;POLR2C;NFX1;GTF2H1;NELFCD;POLR3C;ADA;GTF2H5;POLB;SNAPC5;UMPS;RALA;APRT;GSDME;ERCC3;REV3L;RPA3;POLR1H;LIG1;NT5C;CSTF3;CLP1;POLE4;ITPA;DDB2;POLR2D;SURF1;ELOA;DUT
E2F_TARGETS,0.00736502978406633,0.01443545837677,0.129006250027651,0.300833483315269,1.4247806616449,200,Primary,14541,D1,positive mortality association,SPAG5;TUBG1;DIAPH3;MKI67;ESPL1;AURKB;CDCA3;TRIP13;GINS4;MYBL2;CIT;CKS2;MCM6;MXD3;KIF4A;HMGB3;RRM2;KIF2C;TFRC;HMGB2;BARD1;BIRC5;PTTG1;CCNE1;PSMC3IP;DEPDC1;NUP153;CDC20;PLK1;TOP2A;SUV39H1;HMGA1;CDCA8;TCF19;NCAPD2;MAD2L1;KPNA2;E2F8;RAD51AP1;SPC24;ORC6;DCLRE1B;WEE1;CCNB2;CKS1B;PA2G4;MCM2;GINS3;DONSON;CDK1;PLK4;JPT1;CDC25A;UBE2S;CDKN1B;RACGAP1;BUB1B;GSPT1;UBE2T;STMN1;CENPE;RNASEH2A;CDKN2C;TK1;CDKN3;NAA38;GINS1;CDKN1A;MELK
EPITHELIAL_MESENCHYMAL_TRANSITION,7.39475740370717e-07,5.17633018259502e-06,0.209014013725794,0.45972531414876,2.03158575723909,119,Primary,14541,D1,positive mortality association,VEGFA;AREG;EFEMP2;MYL9;THBS1;COL6A3;TIMP3;MMP1;TPM4;SDC4;ITGB3;ITGB5;FSTL1;SPARC;TGM2;PTX3;MYLK;TPM1;SLC6A8;QSOX1;SDC1;GADD45B;SERPINE1;TNFAIP3;COL4A2;INHBA;LOXL1;GADD45A;PLOD1;TNFRSF12A;BASP1;TGFB1;FN1;TIMP1;FBN1;PLOD2;CADM1;ANPEP;FLNA;ID2
ESTROGEN_RESPONSE_EARLY,0.000550821518663462,0.00168689090090685,0.151273237061354,0.362644244310689,1.64510120587975,143,Primary,14541,D1,positive mortality association,KAZN;SLC2A1;AREG;FOXC1;SLC7A5;IGF1R;TTC39A;FKBP5;TUBB2B;AMFR;FHL2;INHBB;TGM2;ENDOD1;DHCR7;SIAH2;KCNK5;SLC24A3;KDM4B;SLC16A1;SEC14L2;UGCG;IL17RB;MREG;TOB1;RET;ZNF185;B4GALT1;FLNB;RAB31;FDFT1;RAPGEFL1;SVIL;ELF3;ANXA9;MAST4;MINDY1;ABCA3;NHERF1;BAG1;SH3BP5;GAB2;AFF1;CHPT1;NADSYN1;CANT1;MED13L
ESTROGEN_RESPONSE_LATE,0.00121115155778513,0.00312349612270903,0.144233372292081,0.353716607719181,1.59813491066229,140,Primary,14541,D1,positive mortality association,AREG;FOXC1;SLC7A5;FKBP5;CA2;AMFR;DHCR7;CKB;SIAH2;FABP5;UNC13B;KCNK5;CD9;SLC24A3;SLC16A1;IL17RB;MAPK13;CDH1;TOB1;XRCC3;RET;FLNB;CDC20;TOP2A;RAB31;GFUS;S100A9;FDFT1;RAPGEFL1;PLXNB1;PRKAR2B;ANXA9;CCNA1;ST6GALNAC2;ABCA3;CDC6;STIL;NHERF1;LTF;BAG1;ID2;PLK4;BATF;AFF1;CHPT1;RNASEH2A;TFF3;DUSP2;GALE;SLC27A2;MYB;ADD3
FATTY_ACID_METABOLISM,0.605203164811586,0.673976251721994,0.0159097049016244,0.208584057905489,0.933535013177016,131,Primary,14541,D1,positive mortality association,GABARAPL1;MAOA;D2HGDH;CA4;CA2;YWHAH;KMT5A;ADIPOR2;ACSL1;DLST;ALDOA;GLUL;VNN1;MGLL;DHCR24;ACADVL;TP53INP2;ACAT2;PPARA;LDHA;ENO3;G0S2
G2M_CHECKPOINT,7.88626700718754e-09,1.28809027784063e-07,0.23699961464824,0.434392864697856,2.04455033068174,191,Primary,14541,D1,positive mortality association,E2F1;SLC7A5;MKI67;ESPL1;UBE2C;AURKB;CENPA;KMT5A;POLQ;PRC1;CHAF1A;MYBL2;CKS2;MCM6;KIF4A;SLC7A1;CCNF;E2F3;HMGB3;SAP30;HIF1A;KIF2C;CDC45;TPX2;HIRA;BUB1;NUSAP1;TFDP1;BARD1;EGF;BIRC5;PTTG1;NSD2;MARCKS;TNPO2;ATF5;KIF11;CCNA2;NUP98;KNL1;PRMT5;CDC20;PLK1;TOP2A;SUV39H1;HMGA1;RAD54L;BCL3;EXO1;RAD23B;SQLE;MAPK14;MAD2L1;KPNA2;E2F2;TLE3;TGFB1;ORC6;CCNB2;CKS1B;MEIS1;MCM2;PAFAH1B1;MT2A;CDC6;STIL;CDK1;H2BC12;PLK4;LIG3;NDC80;JPT1;CDC25A;UBE2S;CDKN1B;RACGAP1;GSPT1;STMN1;TROAP;CENPE;TOP1;H2AZ2;CDKN2C;CDKN3
GLYCOLYSIS,0.000891940946738981,0.00257088861118883,0.151273237061354,0.348289228597663,1.6113128219595,166,Primary,14541,D1,positive mortality association,VEGFA;ABCB6;IRS2;DDIT4;SPAG4;IER3;TPST1;HK2;VLDLR;PKM;CENPA;RRAGD;B4GALT2;SAP30;QSOX1;ALDOA;SDC1;CTH;G6PD;PAM;ANKZF1;SLC16A3;B4GALT1;GYS1;B4GALT4;PLOD1;DEPDC1;EXT1;GFUS;CHPF;ENO1;ELF3;PFKP;SLC25A10;LDHA;PYGL;CXCR4;TPI1;PLOD2;HDLBP;CDK1;CAPN5;PHKA2;CITED2;GOT1;P4HA2;CLDN9;PYGB;MERTK;STMN1;CHST2;GCLC;TFF3;CYB5A;GALE;AK4;NOL3;KIF20A;AURKA;TALDO1;UGP2;RBCK1
HEDGEHOG_SIGNALING,0.00827444555408646,0.0155941473903937,0.120674297088992,0.53133078198925,1.68251493647152,23,Primary,14541,D1,positive mortality association,VEGFA;ETS2;VLDLR;CDK5R1;ACHE;TLE1;NF1
HEME_METABOLISM,6.01769596954596e-22,2.94867102507752e-20,0.384321722450731,0.572749039099109,2.69219704949971,189,Primary,14541,D1,positive mortality association,ABCB6;TMCC2;SLC2A1;SMOX;SLC7A11;RHAG;RHD;ANK1;TAL1;ARHGEF12;NARF;SPTB;CCND3;SLC6A9;RAP1GAP;KHNYN;ADD1;RANBP10;DMTN;CA2;OSBP2;EZH1;MPP1;DCAF11;SPTA1;MAP2K3;ENDOD1;HMBS;SLC25A37;FOXO3;KEL;CDR2;PRDX2;SLC66A2;UBAC1;SLC6A8;EPB42;GCLM;EIF2AK1;RHCE;MARCHF8;HDGF;PSMD9;KLF1;TFRC;LRP10;GATA1;CA1;MARCHF2;H1-0;XPO7;MFHAS1;FOXJ2;YPEL5;ACKR1;MARK3;PPP2R5B;NFE2;ATP6V0A1;ELL2;ASNS;ACSL6;FN3K;RBM38;RNF123;XK;BCAM;E2F2;TRIM58;LPIN2;GYPC;TNS1;FBXO34;PDZK1IP1;RAD23A;MBOAT2;SEC14L1;H4C3;NUDT4;SLC4A1;ADIPOR1;CTNS;ALAD;CCDC28A;P4HA2;BSG;DCAF10;TSPO2;SELENBP1;KLF3;ERMAP;SLC22A4;TOP1;PIGQ;GYPE;SLC10A3;GAPVD1;GCLC;FBXO9;NR3C1;GLRX5;HTRA2;UROD;FBXO7;MYL4;GDE1;TRIM10;TFDP2;KDM7A;RCL1;CPOX;TENT5C;PC;GYPB;ABCG2;HAGH;USP15;RBM5;RIOK3;MXI1;CLIC2;RNF19A
HYPOXIA,7.35982906992997e-14,1.80315812213284e-12,0.302546474122708,0.530220714594668,2.42919445372891,153,Primary,14541,D1,positive mortality association,VEGFA;NDRG1;IRS2;DDIT3;SLC2A1;JMJD6;DDIT4;NEDD4L;MAFF;IER3;HK2;VLDLR;PGM1;HK1;PFKFB3;PNRC1;SDC4;RRAGD;NFIL3;TGM2;CAVIN1;FOXO3;SIAH2;KLF6;NDST1;MT1E;NOCT;PIM1;SAP30;ALDOA;SLC2A3;PRKCA;PPP1R15A;SERPINE1;TNFAIP3;SLC6A6;KLF7;FOSL2;PAM;ANKZF1;GYS1;ALDOC;NDST2;PHKG1;GAPDH;EXT1;VHL;EFNA1;PLIN2;GBE1;PRDX5;ENO1;PFKP;LDHA;GPI;MYH9;CXCR4;ENO3;TPI1;HDLBP;MT2A;TMEM45A;CITED2;P4HA2;SELENBP1;CDKN1B;TPST2;PDK1;BTG1;PDGFB;CHST2;JUN;XPNPEP1;NR3C1;CSRP2
IL2_STAT5_SIGNALING,0.00113139790424736,0.00307991651711781,0.144233372292081,0.336191570987696,1.56733001349085,177,Primary,14541,D1,positive mortality association,NDRG1;GABARAPL1;IL1R2;SPRED2;MAPKAPK2;IL1RL1;HIPK2;COCH;IL18R1;MAFF;FURIN;ADAM19;HK2;CCND3;IGF1R;CST7;CA2;SELP;IL4R;RRAGD;NFIL3;TGM2;RGS16;PHLDA1;KLF6;CKAP4;PIM1;DENND5A;PNP;SLC2A3;GADD45B;CSF1;AGER;GATA1;ALCAM;PLEC;SLC1A5;CCNE1;FAH;MXD1;IGF2R;WLS;PLIN2;SH3BGRL2;GPX4;MAP3K8;ENO3;DCPS;CDC6;ST3GAL4;BCL2L1;SMPDL3A
IL6_JAK_STAT3_SIGNALING,0.0405523255813954,0.0620957485465116,0.0852370970743609,0.346162801240736,1.40715872966855,72,Primary,14541,D1,positive mortality association,IL1R2;IL18R1;ITGB3;IL4R;PF4;ACVR1B;STAT3;PIM1;CD9;IL17RA;CSF1;IL17RB;IRF9;PIK3R5;IL10RB;TNFRSF12A;TGFB1;CSF3R;MAP3K8;IL1R1;TYK2;GRB2;IFNGR2;CSF2RA
INFLAMMATORY_RESPONSE,0.0111887217867393,0.0195802631267938,0.120674297088992,0.313141731778427,1.43927200728457,157,Primary,14541,D1,positive mortality association,EREG;IL18R1;LDLR;KIF1B;NFKBIA;ITGB3;RNF144B;IL4R;IL18RAP;RGS16;ACVR1B;EIF2AK2;HBEGF;KLF6;SLC7A1;HIF1A;GP1BA;CSF1;SERPINE1;INHBA;CD82;LCP2;GABBR1;PIK3R5;MXD1;C3AR1;OSM;PSEN1;CD55;MEFV;SRI;RGS1;RHOG;RELA;TIMP1;FZD5;CSF3R;PTPRE;PTGIR;IL1R1;GPR132;IFNGR2;IFITM1;NLRP3;IL18;IL10;OLR1;RAF1;CLEC5A;CHST2;C5AR1;IRAK2;TAPBP;CDKN1A;NFKB1;SEMA4D
INTERFERON_ALPHA_RESPONSE,0.95772289660946,0.95772289660946,0.00975322226415796,0.165856681234081,0.706478988183397,94,Primary,14541,D1,positive mortality association,GMPR;IL4R;EIF2AK2;CSF1;ADAR;IRF9;TMEM140;TRIM25;HELZ2;CMPK2;IFI27;IFITM1;SLC25A28;RNF31;PLSCR1;IFITM3;PARP9;IFITM2
INTERFERON_GAMMA_RESPONSE,0.31005971520441,0.389562206282464,0.0536439029062424,-0.19665484468899,-1.04906164042861,189,Primary,14541,D1,negative mortality association,FGL2;HLA-DRB1;HLA-DMA;IDO1;CD86;CXCL10;ST3GAL5;MARCHF1;SAMHD1;GZMA;P2RY14;LYSMD2;IRF8;AUTS2;CD74;PSMA2;CIITA;SLAMF7;GPR18;BANK1;GBP4;NUP93;CMKLR1;IL7;CD40;FCGR1A;HLA-DQA1;CASP8;IFI30;PTPN2;ITGB7;NOD1;PSME2;GBP6;VAMP5;CD38;IL15;PSMB2;IL2RB;TNFSF10;CFB;IL15RA;RIPK2;PSMB10;PSMA3;VAMP8;OAS2
KRAS_SIGNALING_DN,0.358771060455897,0.428775169813145,0.0247671651170033,0.254277063778008,1.05936849443096,82,Primary,14541,D1,positive mortality association,KLHDC8A;ZBTB16;PTGFR;STAG3;GTF3C5;GP1BA;BARD1;EGF;TFCP2L1;MAST3;MEFV;KMT2D;NR6A1;CCNA1;SKIL;HSD11B2;ASB7;SLC25A23;SERPINB2;CHST2;SNN;TCF7L1;KCND1;KRT1
KRAS_SIGNALING_UP,0.39801455989411,0.464350319876462,0.0220037088086317,0.22728004339673,1.02993776658778,142,Primary,14541,D1,positive mortality association,EREG;TRIB1;GADD45G;CA2;ARG1;TFPI;TOR1AIP2;RGS16;PLAU;HBEGF;PCSK1N;H2BC3;ANKH;PPP1R15A;TNFAIP3;INHBA;MMP9;TMEM158;CDADC1;ADAM8;C3AR1;PLEK2;MMD;GNG11;GYPC;PTBP2;CXCR4;LAT2;G0S2;AKT2;RETN;ID2;CSF2RA;NIN
MITOTIC_SPINDLE,2.44789910014528e-07,1.99911759845198e-06,0.213932663476247,0.40894633438661,1.9272094929931,193,Primary,14541,D1,positive mortality association,CNTROB;ARHGEF12;KIF1B;KIF3C;NCK2;TUBA4A;ESPL1;TLK1;CLASP1;PRC1;NF1;CTTN;CDC42EP1;RANBP9;SPTBN1;VCL;CSNK1D;KLC1;NET1;KIF4A;CLIP2;CDK5RAP2;PPP4R2;ARL8A;ANLN;KIF2C;CDC42BPA;PIF1;TPX2;BUB1;NUSAP1;PLEKHG2;BCR;CDC42EP4;BIRC5;PREX1;MARCKS;GSN;KIF11;WASF2;FLNB;CLIP1;FGD4;PLK1;TOP2A;PCNT;ITSN1;ARHGEF2;MYH9;MARK4;CCNB2;SSH2;PAFAH1B1;STAU1;MYO9B;RALBP1;CDK1;FLNA;PXN;MAP1S;RASA2;NIN;DYNLL2;OPHN1;NDC80;MYH10;MAP3K11;ARHGDIA;RACGAP1;HDAC6;CENPE;KIFAP3;CAPZB;EZR;KPTN;ACTN4;FBXO5;ABI1;AURKA;ARHGEF11;RHOT2;ARHGAP4;TUBD1;DLGAP5;SYNPO;RHOF;TTK;NEK2;TUBGCP2;ATG4B;ARAP3;PCGF5;KIF23;CDC42
MTORC1_SIGNALING,9.71622998408891e-05,0.000317396846146904,0.170659227573092,0.354567226661918,1.67681466463131,198,Primary,14541,D1,positive mortality association,DDIT3;SLC2A1;SLC7A11;DDIT4;LDLR;HK2;SLC7A5;VLDLR;TUBG1;PGM1;TUBA4A;PHGDH;MAP2K3;NFIL3;DHCR7;HMBS;ADIPOR2;CCNF;RRM2;TM7SF2;CD9;ALDOA;PNP;SLC2A3;PPP1R15A;IFRD1;SCD;SLC6A6;TFRC;CTH;BUB1;PSAT1;SLC1A5;G6PD;GSR;LGMN;CYP51A1;DHCR24;GAPDH;PLK1;ASNS;ETF1;GBE1;SQLE;SQSTM1;ENO1;LDHA;GPI;CXCR4;ELOVL6;TPI1;PLOD2;MCM2;NHERF1;PDAP1;SLA;GOT1;CDC25A;CORO1A;SKAP2;FKBP2;FADS1;PDK1;YKT6
MYC_TARGETS_V1,7.77610615484921e-05,0.000293099385836624,0.170659227573092,-0.308279512693004,-1.65291187067864,198,Primary,14541,D1,negative mortality association,G3BP1;NCBP1;DDX18;NCBP2;CLNS1A;DHX15;HDDC2;CCT4;HNRNPR;RSL1D1;RPL34;SRSF1;SRSF7;CUL1;PSMA4;STARD7;SYNCRIP;PSMA2;EIF3D;BUB3;HDAC2;NOP56;SSBP1;PWP1;NOP16;XRCC6;CCT7;HNRNPD;TUFM;RPL18;RPL22;PSMC6;SLC25A3;RPS10;PSMD14;ABCE1;RPS2;SET;COPS5;YWHAQ;ILF2;AIMP2;PSMB2;XPO1;MRPL9;PRDX3;CNBP;SNRPB2;EPRS1;RPL6;NDUFAB1;DEK;ACP1;EEF1B2;RPS3;CCT3;RPS5;EIF2S1;DUT;CSTF2;PHB1;TOMM70;TARDBP;SNRPA1;USP1
MYC_TARGETS_V2,0.0385412852595282,0.0609200960553833,0.101988395621134,-0.322559816204463,-1.39033805981555,57,Primary,14541,D1,negative mortality association,DDX18;PES1;UTP20;PRMT3;NOP56;TFB2M;NOP16;TBRG4;PPAN;WDR43;MPHOSPH10;TCOF1;AIMP2;NIP7;EXOSC5;NDUFAF4;PHB1;PUS1;NPM1;GRWD1;DCTPP1;RRP12;MYC;UNG;RABEPK;SORD;MAP3K6;LAS1L;IMP4;PPRC1;GNL3;NOP2;HSPD1;WDR74
MYOGENESIS,2.05159062121483e-05,0.00010897988164343,0.182442388419998,0.428005564702307,1.88175113813162,115,Primary,14541,D1,positive mortality association,COL6A3;ITGA7;KCNH2;ITGB5;ACHE;FOXO4;SPARC;CLU;HBEGF;FHL1;CKB;MYLK;KLF5;PFKM;SORBS1;ACSL1;SLC6A8;GADD45B;IFRD1;COL4A2;SCD;APP;PDLIM7;GSN;ATP6AP1;HDAC5;SMTN;NQO1;MEF2D;TGFB1;SVIL;KIFC3;MYH9;ENO3;AKT2;MEF2A;BAG1;SIRT2;FKBP1B;GPX3;MYH11;PTP4A3;CRAT;AK1;GABARAPL2;FLII;MYH3;MYO1C;CDKN1A;TPM3;MYL4;FGF2;MYL6B;GNAO1;NOTCH1;TNNI2;RIT1;PC
NOTCH_SIGNALING,0.292820650712557,0.377584523287245,0.0412797479600563,-0.309094949439259,-1.10402876638846,26,Primary,14541,D1,negative mortality association,LFNG;CUL1;DTX1;PSEN2;ST3GAL6;DTX4;MAML2;PPARD;KAT2A;ARRB1;FZD1
OXIDATIVE_PHOSPHORYLATION,2.57624245974542e-05,0.00011475989138866,0.182442388419998,-0.315279696574681,-1.69225185401553,200,Primary,14541,D1,negative mortality association,OXA1L;PDP1;NDUFB5;GLUD1;NDUFA9;LRPPRC;ATP5F1A;MRPS22;NDUFA5;PDK4;MDH1;MRPS30;OPA1;VDAC2;MRPL35;UQCRB;NNT;SLC25A20;TIMM9;ATP6V1G1;ATP5MC3;COX11;ACADSB;FH;DECR1;HCCS;ECHS1;ATP1B1;SDHD;UQCRC2;ATP5MC2;FDX1;SUCLA2;ATP5PO;SLC25A3;COX7C;NDUFS1;IDH1;NDUFS3;ATP5MG;ATP5PB;NDUFB4;MGST3;SLC25A5;NDUFB6;UQCRFS1;COX10;ACADM;ACAA2;PRDX3;ATP5PF;NDUFA8;IMMT;MRPL34;NDUFA4;NDUFAB1;ABCB7;SLC25A6;TOMM22;SURF1;NDUFB2;TOMM70;MTRR;TIMM8B;MRPL15;AIFM1;NDUFC2;IDH3B;SUCLG1;COX5B;HSD17B10;PDHX
P53_PATHWAY,0.00626514518825063,0.0127913380926784,0.129006250027651,0.313280093119827,1.46483150944111,181,Primary,14541,D1,positive mortality association,NDRG1;DDIT3;SLC7A11;ABHD4;HEXIM1;DDIT4;IER3;CCND3;ALOX15B;CDK5R1;ZBTB16;UPP1;INHBB;RGS16;ACVR1B;HBEGF;PDGFA;FOXO3;RALGDS;GPX2;SDC1;PPP1R15A;F2R;APP;CD82;STOM;TOB1;GADD45A;PLK3;MXD1;ABCC5;CTSD;MKNK2;TGFB1;RXRA;CEBPA;PTPRE;TSPYL2;SLC3A2;EPHX1;TSC22D1;NINJ1;PRMT2;BTG1;AK1;JUN;CYFIP2;CDKN1A;NUPR1;RHBDF2;H2AJ;TRIB3;VDR;TAX1BP3;POLH;RAB40C;NOTCH1;CSRNP2;IRAK1;SAT1;HSPA4L;GM2A;SERTAD3;KIF13B;H1-2;SPHK1;RNF19B;PIDD1;ISCU;HDAC3;BMP2;BTG2;PLK2;FAS;CDKN2B;FOS;APAF1;SLC19A2;SP1;MXD4;DGKA;RAD51C
PEROXISOME,0.650998159422342,0.708864662482105,0.015639407481569,0.215140362787855,0.90184891170298,86,Primary,14541,D1,positive mortality association,ABCB9;YWHAH;ACSL1;CLN8;DHCR24;FIS1;ABCC5;TOP2A;PRDX5;CTBP1;LONP2;SIAH1;CADM1;HSD11B2;STS;ACAA1;CRAT;FADS1;ATXN1;MVP
PI3K_AKT_MTOR_SIGNALING,0.0101877353388735,0.0184888530224001,0.120674297088992,0.354624944035962,1.50421203848169,92,Primary,14541,D1,positive mortality association,DDIT3;SLC2A1;E2F1;MAP2K3;RALB;MKNK1;ARF1;AKT1S1;AP2M1;PLA2G12A;CFL1;MKNK2;SQSTM1;CXCR4;MAP2K6;RPS6KA1;CAB39;GRB2;CDK1;SLA;CDKN1B;ARHGDIA;RAF1;PDK1;GRK2;PTPN11;UBE2D3;PFN1;CDKN1A;PRKCB;PRKAR2A;TRIB3;MAPK1;NFKBIB;CDK2;CSNK2B;RIT1;PTEN
PROTEIN_SECRETION,0.104710267705862,0.150905974046684,0.080861650980769,-0.260854007951176,-1.23209873589155,89,Primary,14541,D1,negative mortality association,SNX2;M6PR;CTSC;DOP1A;VPS45;COG2;ZW10;BET1;RAB22A;COPB2;SCAMP1;TMX1;USO1;AP3B1;SCAMP3;ARFIP1;SEC24D;MON2;ARFGEF2;PPT1;GOSR2;TMED10;ADAM10;ABCA1;SEC31A;SCRN1;STX12
REACTIVE_OXYGEN_SPECIES_PATHWAY,8.5365546931607e-05,0.000298779414260625,0.170659227573092,0.522783307757801,1.96501149954453,48,Primary,14541,D1,positive mortality association,PRDX2;CDKN2D;PDLIM1;GCLM;OXSR1;MPO;G6PD;GSR;SBNO2;NQO1;MSRA;PFKP;LAMTOR5;GPX4;EGLN2;JUNB;SRXN1;FTL;GPX3;FES
